aplikasi sangat berat optimalisasi seperti kotoran binatang pembaruan sangat rutin tetapi optimalisasi tidak pernah ada peningkatan menjalankan aplikasi mysmartfren jelas lebih berat dari pada bermain permainan mobile legend bang bang bahkan perangkat saya mampu menjalankannya di rasio penyegaran layar hz ironis	negative
aplikasi provider tapi lelet banget mau beli paket atau pulsa saja susah banget lama menguras kesabaran banget mending beli di marketplace bonus dipakai buat check out enggak muncul otomatis systemnya dibenerin lah kalo bukan karena sudah lama memakai nomer ini enggak ngisi buat perpanjangan masa aktif	negative
saya dari sampai suka langganan pakai smartfren terutama dengan fitur unlimited dan unlimited malamnya tapi sangat disayangkan sekarang unlimited malam sudah enggak ada semoga saja di aktifkan lagi unlimited malam terima kasih	positive
aplikasi nya sangat lambat padahal paketan nya baru ngisi sinyal juga oke pas mau cek treasure hunt saja enggak bisa apalagi check ini coin wah luama sekali pas sudah top up pulsa peringkat juga enggak naik ajek ngomo kui teros pie tapi kiee padahal aku sudah menggunakan tahun kok enggak ada bedanya tolong diperbaiki secepatnya terima kasih	negative
kecepatan memang sudah ok tapi ya itu hai untuk wilayah tertentu saja krg menyeluruh bp ibu yth terlebih jika kita berada area basement hp seperti kaya mode pesawat nol signal weallah saya selaku pengguna tetap berharap ada perubahan dalam hal ini sukses my sf	neutral
aplikasinya berat sangat berat kukira handphone ku yang lagging ternyata memang aplikasinya padahal handphone saya ram gb untuk berpindah antar menu lama sangat ini mungkin karena animasi dan game yang tidak terlalu berguna ui nya buruk membuat bingung saya enggak butuh animasi yang aneh yang penting aplikasi nya ringan dan simpel untuk smartfren mungkin harus mendatangkan ahli itu dari india atau china kalau enggak mampu jangan sungkan	negative
kalau ada nilai minus saya kasih minus karena tidak ada saya kasih nilai dari sebagai pengguna smartfrend yy sudah lama saya sangat kecewa dengan aplikasi ini karena lambat lambat dan kurang responsif sangat lambat buka menu saja bisa lama sangat mengecewakan smartfrind ayo dong kembangkan aplikasimu ini paling tidak separuhnya dari kemampuan aplikasi merah lah masak kalah total seperti jni	negative
sayang jaringan sering lag coba jaringanya stabil pelanggan akan lebih senang dan jangan publikasikna jaringan enggak dulu kalau masih tahap uji coba karena kestabilan jaringan dan speednya malah jauh dibawah enggak biasa malah serasa pakai jaringan e kalau sedang enggak saran dari pelanggan terlamamu saya mending jaringan di enggak biasa malah bagus kestabilannya dan speednya dapat jangan mencoba apa yang belum sesuai karena kepuasan pelangganlah yang di pertaruhkan	neutral
saya pengguna lama jujur aplikasinya berat dan lelet banget kadang greget sendiri karena butuh beli kuota cepat tapi aplikasi nya enggak mendukung malah kadang berujung enggak jadi beli lelet nya sudah dari awal penggunaan dan ternyata sampai sekarang sama sekali enggak berubah dan enggak di improve juga ya sayang sekali	negative
aplikasi tahi beli kuota pembayarannya berhasil pulsa berkurang tapi kuotanya belum masuk sebelumnya tukar poin dengan pulsa internet penukaran berhasil dan poin berkurang tapi pulsa internetnya enggak masuk pulsa habis kuota enggak dapat poin juga habis tapi enggak dapat apa hilang semua heran itu semua yang hilang larinya kemana kalau soal lelet jangan ditanya super lelet mending saya hapus aplikasinya dan ganti kartu lain saja	negative
ya ampun kenapa pas di perbarui mau beli paketan internet saja susah nya meminta ampun diklik enggak langsung muncul pas sudah pilih paketan nya malah loading mulu sabar menunggu sampai menit masih loading juga tolong lah smartfren makin kesini tuh aplikasi makin banyak bug nya saya berlangganan sudah tahun lebih tapi aplikasi nya malah bikin darah tinggi	negative
kenapa setelah diperbaharui apalikasinya aplikasi telepon aplikasi kontak serta aplikasi sms susah di dibuka sama sekali bagaimana mau isi paket pulsa paket data dari ketiga nya sama sekali enggak bisa di buka serta jaringan suka lambat dikala cuaca panas apalagi hujan	negative
aplikasi lemoot loading terus padahal internet ada buka aplikasi lain lancar hanya di aplikasi smartfren saja yang loading terus sudah hapus cache hapus data dan sudah update sama saja enggak ada yang berubah	neutral
ini adalah aplikasi provider terburuk perlu waktu puluhan menit atau bahkan sampai jam hanya untuk membeli kuota internet ui nya begitu buruk lambat dan tidak responsif perlu waktu lama untuk setiap tombol merespon tepat waktu butuh sekitar menit bahkan untuk berpindah sesi seperti pembayaran developer lebih dikembangkan lagi ini aplikasi buruk jangan hanya menambah bertambah menawarkan produk yang tak berguna atau games yang merugikan pengguna tapi kembangkan dulu itu ui nya yang buruk	negative
aplikasi ter enggak jelas mau bayar saja dipersulit coba developer tingkatin lagi ui ux nya aplikasi lelet pol fitur fiturnya juga aneh saya beli promo kuota gb terus mau lihat riwayat pembelian tapi enggak ada aplikasi provider tergaenak kalo mau bagus itu kayak ui ux nya by lu min	negative
untuk menu dan fitur lengkap bagus dan eventnya juva menarik tapi min jangan cuma balas kami mengerti blablablabla doang benerin dong aplikasinya masa cuma buat check sisa kuota isi pulsa beli paketan saja lama nya meminta ampun versi sebelumnya malah lancar lancar saja kok bisa lah yuk bisa dibenerin lagi aplikasinya	negative
harusnya adanya app mobile bisa membantu pelanggan tapi app nya susah digunakan ui dan ux designnya yang setelah update malah membingungkan serta app yang susah dibuka loading lama sekali sampai jam cuma menampilkan logo smartfren	negative
pengalaman pakai aplikasinya kurang responsif dan ngelag bikin enggak nyaman buat cek kuota dan beli pulsa paket di aplikasi seharusnya lancar karena pakai sinyal enggak smartfren yang berlimpah tetapi berkebalikan selain itu sudah bagus sama harga paketnya wajar dan terjangkau semoga aplikasinya bisa lebih lancar lagi	positive
aplikasi yang sangat amat tidak nyaman untuk digunakan makin banyak update tapi tetap tidak ada perubahan semua serba lambat saya sampai perlu bantuan wifi dan beberapa kali menutup aplikasi untuk melakukan pembelian paket sangat menyita waktu terkadang juga ada pembelian yang gagal tapi pulsa tetap hilang e erience paling buruk yang pernah saya rasakan	negative
aplikasi sudah tidak seperti dulu lagi setelah diperbaharui malah tambah lambat untuk melihat kuota membeli kuota saja membutuhkan waktu yang sangat bahkan sering keluar sendiri semoga segera diperbaiki kembali untuk aplikasi ini	negative
padahal dulu ini smartfren enak dipakai aplikasi nya tapi kok semakin ke sini semakin sering update mana pas sudah selesai update selalu berubah lagi sebelum update itu lancar tapi pas setelah di update kok internetnya jadi enggak stabil	negative
susah sekali dapat sms kode otp padahal jaringan lancar paket data dan pulsa masih ada sampai ganti perangkat tetap tidak bisa masuk aplikasi waktu bisa masuk aplikasi sangat lambat dan tidak efisien voucher cashback juga tidak bisa digunakan langsung saya uninstall mengecewakan tolong diperbaiki lagi aplikasinya demi kenyamanan konsumen	negative
kurang responsif kuota sudah kepake banyak tapi masih tetap segitu saja seperti waktu beli jadi kurang nyaman buat mantau sisa kuota ditambah ui sampah loading lama tolong perbaikilah	negative
ayo tolong kembangkan aplikasi nya ui nya sangat jelek lambat kurang responsive saya kira memang hp nya yang kentang trnyta di hp spesifikasi tinggi pun sama aplikasi nya tetap kurang responsive	negative
aplikasi menyebalkan terlalu berat untuk quota nipis yang akan melakukan pembelian pulsa atau paket atau ada on terlebih setiap mau buka meminta pembaharuan logikanya saya buka mau beli paket karena paket deh nipis tapi malah dipersulit sangat tidak efektif dan mempersulit pengguna smartfren harusnya aplikasi yang memudahkan pembelian pulsa ketika customer paket datanya sudah menipis	negative
buset aplikasinya berat coy suruh klaim kuota malah ganggu banget kalo enggak di klik enggak mau hilang enggak usah suruh pelanggan hubungi csr pihak terkait kalian cukup kalian membenahi sendiri nanti kalo sudah benar semua pelanggan juga bakal kasih rate sumpah ini berat hp ram gb memori juga masih aman tapi buka apps ini berar banget	negative
untuk keperluan produktif jangan coba deh pakai smartfren kualitas jaringannya parah sering idle conection buat download file besar apalagi ditengah berhenti alhasil dari ulang jadi download yang sebelumnya buang kuota doang sekian gb dan itu terjadi berulangkali tanpa berhasil download jadi buang duit doang tolol	negative
