Aplikasi sangat berat. Optimalisasi seperti kotoran binatang. Pembaruan sangat rutin tetapi optimalisasi tidak pernah ada peningkatan. Menjalankan aplikasi mySmartfren jelas lebih berat dari pada bermain permainan Mobile Legend: Bang Bang(bahkan perangkat saya mampu menjalankannya di rasio penyegaran layar 90hz). ironis	negative
"Aplikasi provider tapi lelet banget. Mau beli paket atau pulsa aja susah banget, lama . Menguras kesabaran banget. Mending beli di marketplace. Bonus dipake buat check out ga muncul otomatis. systemnya dibenerin lah. Kalo bukan karena udah lama make nomer ini ga ngisi buat perpanjangan masa aktif"	negative
"Saya dari 2016 sampai 2023 suka langganan pakai Smartfren terutama dengan fitur unlimited dan unlimited malamnya, tapi sangat disayangkan sekarang unlimited malam udah nggak ada, semoga aja di aktifkan lagi unlimited malam Terima kasih 🙏"	positive
"Aplikasi nya sangat lemot,, padahal paketan nya baru ngisi, sinyal juga oke....pas mau ngecek treasure hunt aja nggak bisa... apalagi check in coin... Wahhhh LUUUAMAAAA... sekali. Pas udah..top up pulsa peringkat juga nggak naik,,ajek ngomo kui terosss pie to kiee...😢😢 Padahal aku sudah menggunakan 3-4 tahun,,kok nggak ada bedanya...tolong diperbaiki secepatnya.mksh.."	negative
"Kecepatan memang sdh Ok, tapi y itu hy utk wilayah tertentu saja/krg menyeluruh bp-ibu yth &terlebih jika kita berada area basement/hp seperti ky mode pesawat/nol signal.. (weallaaah) sy selaku pengguna tetap berharap ad perubahan dlm hal ini.. (sukses my sf)"	neutral
"Aplikasinya berat sangat berat, kukira Handphone ku yg lagging ternyata memang aplikasinya, padahal handphone saya RAM 8gb. untuk berpindah antar menu lama sangat. Ini mungkin karena animasi2 dan game yg tidak terlalu berguna, UI nya buruk membuat bingung saya ga butuh animasi yg aneh2 yg penting apk nya ringan dan simpel. Untuk Smartfren mungkin harus mendatangkan Ahli IT dari India atau China, kalau ga mampu jgn sungkan."	negative
"1/10, kalau ada nilai minus, saya kasih minus, karena tidak ada saya kasih nilai 1 dari 10. Sebagai pengguna smartfrend yy sudah lama, saya sangat kecewa dgn aplikasi ini, krn lemot, lambat, dan kurang responsif, sangat lambat, buka 1 menu saja bisa lama, sangat mengecewakan. Smartfrind ayo dong kembangkan aplikasimu ini, paling tidak separuhnya dari kemampuan aplikasi merah lah, masak kalah total seperti jni."	negative
"sayang jaringan sering lag. coba jaringanya stabil, pelanggan akan lebih senang. dan jangan publikasikna jaringan 4G+ dulu kalau masih tahap uji coba karna kestabilan jaringan dan speednya malah jauh dibawah 4g biasa, malah serasa pakai jaringan E kalau sedang 4G+. Saran dari pelanggan terlamamu saya. mending jaringan di 4G biasa malah bagus, kestabilannya dan speednya dapet.. Jangan mencoba apa yg belum sesuai karna kepuasan pelangganlah yg di pertaruhkan.."	neutral
"Saya pengguna lama, jujur aplikasinya berat dan lelet banget. Kadang greget sendiri karna butuh beli kuota cepet tapi aplikasi nya ngga mendukung, malah kadang berujung ngga jadi beli. Lelet nya sudah dari awal penggunaan dan ternyata sampai sekarang sama sekali ngga berubah dan ngga di improve juga ya, sayang sekali..."	negative
"Aplikasi taiii!! Beli kuota pembayarannya berhasil pulsa berkurang tapi kuotanya blm masuk, sebelumnya tukar poin dgn pulsa internet, penukaran berhasil dan poin berkurang, tapi pulsa internetnya ga masuk, pulsa habis kuota ga dapat poin jg habis, tapi ga dapat apa2, hilang semua!! Heran, Itu semua yg hilang larinya kemana???? Klo soal lelet jgn ditanya super lelet!! Mending saya hapus aplikasinya dan ganti kartu lain aja!!"	negative
"Ya ampun...kenapa pas di perbarui mau beli paketan internet aja susah nya minta ampun. Diklik ga langsung muncul, pas udah pilih paketan nya malah loading Mulu. Sabar nungguin sampe 10 menit masih loading juga. Tolong lah Smartfren makin kesini tuh aplikasi makin banyak bug nya. Saya berlangganan sudah 10 tahun lebih tapi aplikasi nya malah bikin darah tinggi."	negative
"Kenapa setelah diperbaharui apalikasinya , aplikasi telepon,, aplikasi kontak serta aplikasi sms,,, susah di dibuka sama sekali,,,, gimana mau isi paket pulsa & paket data dari ketiga nya sama sekali ga bs di buka....serta jaringan suka lemot dikala cuaca panas apalagi hujan."	negative
